,Exponential Samples
373,0.08228303920763907
374,0.034756455538392524
375,0.435799231357325
376,0.1500975215646711
377,0.028695288217012224
378,0.6501001397830786
379,0.1488564370064166
380,0.026368322190955952
381,0.2981631127125108
382,0.07390283789849963
383,0.20603704244322343
384,0.13844109478422542
385,0.17930488351605847
386,0.2117731074859372
387,0.4592233898742284
388,0.043319488931683255
389,0.02469449511682452
390,0.007213966755072441
391,0.47095766644469583
392,0.1783325914566775
393,0.2141191810924659
394,0.136119980089128
395,0.011211392798564885
396,0.40805748815819454
397,0.03764075807896846
398,0.3980466195794623
399,0.1919186907650296
400,0.2872507473077375
401,0.08285569537180203
402,0.18028240297721854
403,0.16705342947132246
404,0.6258217047604382
405,0.28991805453460906
406,0.3614135187552749
407,0.01644943693892285
408,0.7112769100778445
409,0.44189426627344197
410,0.7408258063501673
411,0.012667576954421684
412,0.16842564867775572
413,0.08458456591162516
414,0.4685494433992376
415,0.7206029636028538
416,0.17544652797371565
417,0.02997720785276982
418,0.16478916382199763
419,0.2026803037450897
420,0.27612428166647934
421,0.0763765928177321
422,0.3964304473217812
423,0.17307598354860113
424,0.13044361329617998
425,0.12932930021593025
426,0.051580009305862456
427,0.010112440684184048
428,0.30004725580988284
429,0.18225335107773943
430,0.3343365594112555
431,0.01956094739635226
432,0.048230632293614704
433,0.16078321564020076
434,0.02139237153967863
435,0.13044361329617998
436,0.0925746080812599
437,0.15176558997849673
438,0.07390283789849963
439,0.049897608309410965
440,0.4097808961499298
441,0.0011600565389612485
442,0.011521068294876324
443,0.20157502264029298
444,0.031268229952692794
445,0.09717008898274987
446,0.415051357399612
447,0.28991805453460906
448,0.03519722710412096
449,0.23015421964436789
450,0.1140653527312622
451,0.03630385365983049
452,0.22012032590486044
453,0.16078321564020076
454,0.22823019976608847
455,0.04102666936951422
456,0.2542485349734836
457,0.051580009305862456
458,0.1832468955272083
459,0.04587544156627083
460,0.4318465065143421
461,0.03741725690538122
462,0.0017557225515114306
463,0.008086270927605358
464,0.11069200584112625
465,0.36817333752650294
466,0.033222115784598986
467,0.3243256908325232
468,0.08662258128157424
469,0.3343365594112555
470,0.013488163307159379
471,0.07693091697216092
472,0.020372637056113252
473,0.005200955820060807
474,0.1376640928247014
475,0.005200955820060807
476,0.05279132745593815
477,0.36817333752650294
478,0.22444218396557172
479,0.012687071746893925
480,0.03764075807896846
481,0.17688383333864535
482,0.1006154978517794
483,0.18525042193622837
484,0.20212682331213916
485,0.1807731406079758
486,0.4685494433992376
487,0.0831427012432656
488,0.196682758473034
489,0.03853752034975372
490,0.20435092666407267
491,0.02826998233461727
492,0.17120155270153545
493,0.03563906980471947
494,0.060740929458453
495,0.13194006768463734
496,0.1006154978517794
497,0.07308567615525609
498,0.026368322190955952
499,0.1147475981164532
500,0.3158675061716336
501,0.007535852711667904
502,0.19938441563735212
503,0.21471046025362542
504,0.05474638050616756
505,0.17544652797371565
506,0.28289039009201283
507,0.1047733507433538
508,0.15387242910074908
509,0.029762925940143594
510,0.056474468562815565
511,0.21709499517686687
512,0.3048448476595546
513,0.1006154978517794
514,0.030621573022720592
515,0.025111509478115322
516,0.33319662977242
517,0.09470471993081676
518,0.5521007760134992
519,0.1096920866473011
520,0.008428749814209012
521,0.0886837001518172
522,0.02386332483817346
523,0.1334489409236728
524,0.3320638025450316
525,0.03989101182461372
526,0.08633003386235592
527,0.0763765928177321
528,0.31279444966206943
529,0.11035808805798056
530,0.07065599837122574
531,0.963330430281461
532,0.1063981889190642
533,0.02180187212228319
534,0.1913969739599473
535,0.24774142445501354
536,0.12385792903539482
537,0.20435092666407267
538,0.002674114340413507
539,0.08838782021374894
540,0.031268229952692794
541,0.27529595138723195
542,0.5898533877913618
543,0.2863702701303215
544,0.0007031761866345631
545,0.7112769100778445
546,0.22257736575335552
547,0.016708366309915814
548,0.6858656478278157
549,0.030621573022720592
550,0.03697107709418727
551,0.010574348031551299
552,0.027000001512444357
553,0.7112769100778445
554,0.021187966591991184
555,0.06252722771818353
556,0.16078321564020076
557,0.08228303920763907
558,0.04494184166226383
559,0.012394869109697088
560,0.2572170610257434
561,0.3298191051227954
562,0.048230632293614704
563,0.06459043489955398
564,0.28375413604812155
565,0.042169464972234366
566,0.26880175455049027
567,0.5945762035010455
568,0.23340686778087247
569,0.09501106908807486
570,0.2794758637917226
571,0.27040368721997293
572,0.9301810563189239
573,0.10348385468708256
574,0.029335118256138715
575,0.04918131776321455
576,0.09841542386376348
577,0.08285569537180203
578,0.051338711086214725
579,0.4338121276241995
580,0.09046916309381274
581,0.11169745457011922
582,0.05523844625121174
583,0.3038751483913069
584,0.11440615542114413
585,0.02826998233461727
586,0.13382812392204035
587,0.1376640928247014
588,0.026368322190955952
589,0.007232885456699018
590,0.6375559813309056
591,0.4783798472665604
592,0.20660257379129476
593,0.052548417357257744
594,0.21471046025362542
595,0.3548960402510684
596,0.13231611369628443
597,0.1783325914566775
598,0.4861179589790688
599,0.1783325914566775
600,0.09810328956938995
601,0.13081657379991768
602,0.09409356580305225
603,0.4783798472665604
604,0.019763530349698348
605,0.34372280766676594
606,0.3627455260447427
607,0.06433124999205928
608,0.032351128816847596
609,0.00764959571307414
610,0.7024059711379479
611,0.00768752586483748
612,0.06641514881369684
613,0.18474746675570292
614,0.11237085601329819
615,0.020779844800386846
616,0.789601076640109
617,0.38101289520176723
618,0.08029282813536685
619,0.12859020089808126
620,0.2141191810924659
621,0.03431674992670496
622,0.2367187659429345
623,0.7408258063501673
624,0.11924570833022698
625,0.2564703733979882
626,0.2557267397158927
627,0.56792102637525
628,0.28289039009201283
629,0.060995042961478056
630,0.134208099361942
631,0.3668011183200697
632,0.33319662977242
633,0.22695873876773015
634,0.03853752034975372
635,0.019358589911003046
636,0.002360714101508143
637,0.20888245547361028
638,0.4685494433992376
639,0.09872809493276834
640,0.09017036568586183
641,0.20157502264029298
642,0.027000001512444357
643,0.06615335153042633
644,0.21709499517686687
645,0.005838191621497016
646,0.013605692840546087
647,0.009345193288363696
648,0.03148429436530709
649,0.0023791344633919058
650,0.29171824925873846
651,0.02594841858210822
652,0.05972801217673384
653,0.07888446956906588
654,0.09409356580305225
655,0.1181977620180906
656,0.21951121919844552
657,0.32541117573916034
658,0.16659831488621
659,0.05722013542540005
660,0.42418987281431897
661,0.03300397756788915
662,0.039438727557013414
663,0.020372637056113252
664,0.04447683327115162
665,0.5559286685949232
666,0.11611981732288647
667,0.18727627221863602
668,0.0035433957425204388
669,0.10093197866592192
670,0.18126520635302
671,0.2736505267472469
672,0.4097808961499298
673,0.1006154978517794
674,0.007308579954802371
675,0.05998071295656189
676,0.03256848470862463
677,0.28032350253823374
678,0.14437692711816472
679,0.23080011084516203
680,0.04171148442323729
681,0.260997200965575
682,0.3107742268575111
683,0.051821628187690406
684,0.2991027436504094
685,0.1300714162740482
686,0.03148429436530709
687,0.02805770188806496
688,0.04610959250889423
689,0.04011757656647682
690,0.2353867586534667
691,0.03674839711311531
692,0.1488564370064166
693,0.3449309063428875
694,0.6858656478278157
695,0.6315941953630891
696,0.18274944465104923
697,0.36817333752650294
698,0.001726351738509342
699,0.14397511881801875
700,0.1181977620180906
701,0.029335118256138715
702,0.13883084451936203
703,0.06329818936161728
704,0.02826998233461727
705,0.3614135187552749
706,0.35618097974617613
707,0.042169464972234366
708,0.14357419653468895
709,0.3189933971789742
710,0.09872809493276834
711,0.14357419653468895
712,0.20888245547361028
713,0.09409356580305225
714,0.4887722861465511
715,0.2535139150576645
716,0.0733576555355439
717,0.03300397756788915
718,0.2881355090624962
719,0.2158988186135864
720,0.14317415636930667
721,0.17688383333864535
722,0.17073594890850385
723,0.54107811750142
724,0.19992959800030788
725,0.03786453433099255
726,0.1147475981164532
727,0.435799231357325
728,0.16659831488621
729,0.1726055610822464
730,0.0714622887472013
731,0.024278435022640477
732,0.7112769100778445
733,0.20435092666407267
734,0.1783325914566775
735,0.025320375878819575
736,0.30195112851302747
737,0.16433967488647233
738,0.1616658299065277
739,0.6095285849986768
740,0.2295106147888908
741,0.6939477864770582
742,0.10705221186103685
743,0.08256914183444462
744,0.42047916888137227
745,0.05037670787995734
746,0.2295106147888908
747,0.007725463931082203
748,0.21061132601343344
749,0.06484998980704226
750,0.006101233368880501
751,0.20888245547361028
752,0.14721472669379945
753,0.02016937467405121
754,0.15859524481043283
755,0.043319488931683255
756,0.017427331937606212
757,0.2991027436504094
758,0.30195112851302747
759,0.28117511150412944
760,0.3627455260447427
761,0.3980466195794623
762,0.1315647978263007
763,0.0919705604099912
764,0.05697123986042884
765,0.012648084251983483
766,0.5273494715908482
767,0.11508968322549058
768,0.03019174260546958
769,0.014509285491555423
770,0.24077435821826143
771,0.1652397667337189
772,0.21061132601343344
773,0.007535852711667904
774,0.09562532028655252
775,0.04102666936951422
776,0.02912159130051297
777,0.3179454508668378
778,0.04918131776321455
779,0.1415827398039258
780,0.21951121919844552
781,0.5115292212290974
782,0.041940330497272964
783,0.07363004237572969
784,0.01233648489239535
785,0.2820307280563863
786,0.21294236027326272
787,0.1315647978263007
788,0.09378875737991545
789,0.0851645287058252
790,0.11680983022625947
791,0.17784838828949864
792,0.33896912037507093
793,0.2380606036334113
794,0.2527822513668054
795,0.025111509478115322
796,0.294452408779564
797,0.058469749841356784
798,0.08458456591162516
799,0.30195112851302747
800,0.29171824925873846
801,0.017868103503334638
802,0.18881061197242957
803,0.10380537233376294
804,0.06852320931931853
805,0.20102489156455894
806,0.06693987697535773
807,0.044709188806695624
808,0.1022034396642802
809,0.135735992234011
810,0.09562532028655252
811,0.18829772536485842
812,0.043550369193587964
813,0.07444965991012788
814,0.1415827398039258
815,0.12822177487167538
816,0.12602676010180824
817,0.05523844625121174
818,0.1783325914566775
819,0.7024059711379479
820,0.32004741857612434
821,0.03674839711311531
822,0.2935364462286627
823,0.4378082924821586
824,0.4783798472665604
825,0.06589193066322135
826,0.07527298893280922
827,0.03608198885887967
828,0.03213403245455528
829,0.006082432047130832
830,0.0682583612290523
831,0.28902459729780383
832,0.08720909205409835
833,0.5483518147039108
834,0.7024059711379479
835,0.18626052554433786
836,0.134208099361942
837,0.2176960475649577
838,0.1415827398039258
839,0.07254293491099185
840,0.08662258128157424
841,0.01706749374728556
842,0.05425564287541029
843,0.26023485946375025
844,0.0577189510519002
845,0.2158988186135864
846,0.22506806472756677
847,0.4318465065143421
848,0.07972817494297536
849,0.04965853111280931
850,0.09378875737991545
851,0.1365047806175603
852,0.3449309063428875
853,0.0037288866602800813
854,0.07720871409544333
855,0.024278435022640477
856,0.06124951211682777
857,0.0733576555355439
858,0.1652397667337189
859,0.07720871409544333
860,0.07944650458173366
861,0.0025818817092984367
862,0.1652397667337189
863,0.06227096526305018
864,0.014096218638043244
865,0.0289083148164469
866,0.17073594890850385
867,0.13458887056250834
868,0.02615824916721853
869,0.026368322190955952
870,0.1919186907650296
871,0.1629978371959955
872,0.12785409389335395
873,0.04034442398432326
874,0.040798969675611356
875,0.01913625649438136
876,0.06381398596801723
877,0.5055674352612809
878,0.21530366855086475
879,0.4997949446586302
880,0.03876240372018938
881,0.34014594119427416
882,0.28375413604812155
883,0.024902882740574075
884,0.10348385468708256
885,0.18274944465104923
886,0.06537021385813903
887,0.6939477864770582
888,0.4638266276895538
889,0.0008017651797636496
890,0.06693987697535773
891,0.01915645739233205
892,0.20102489156455894
893,0.39324057283979763
894,0.3668011183200697
895,0.5994249756978021
896,0.24145917327198452
897,0.05303456251805814
898,0.15302676161425258
899,0.06227096526305018
900,0.22823019976608847
901,0.03213403245455528
902,0.12135989705661228
903,0.0925746080812599
904,0.05897201033152226
905,0.1877862814782012
906,0.2231968490845581
907,0.1783325914566775
908,0.0701204510567245
909,0.04125465458034947
910,0.06484998980704226
911,0.26176275233581925
912,0.1447796253599016
913,0.08779750092304532
914,0.3366380861152416
915,0.35747506479506047
916,0.1334489409236728
917,0.5945762035010455
918,0.2506047620855843
919,0.1147475981164532
920,0.21119128880763346
921,0.12822177487167538
922,0.010921550266567185
923,0.31279444966206943
924,0.15387242910074908
925,0.049897608309410965
926,0.09106823507505866
927,0.016987626325918628
928,0.5852501499760363
929,0.38855830082117676
930,0.09748062395459649
931,0.5273494715908482
932,0.21119128880763346
933,0.3221739712603409
934,0.16614433666828507
935,0.16478916382199763
936,0.09076845234957069
937,0.013194671424515546
938,0.04447683327115162
939,0.254986135099959
940,0.0701204510567245
941,0.05474638050616756
942,0.3138130415800094
943,0.5055674352612809
944,0.0
945,0.004100437176456634
946,0.01877302360190446
947,0.2367187659429345
948,0.2625315407193685
949,0.17979298631072554
950,0.03170061584450506
951,0.03256848470862463
952,0.07499813146275072
953,0.16659831488621
954,0.2449224814484744
955,0.2863702701303215
956,0.007441121202299243
957,0.3627455260447427
958,0.06693987697535773
959,0.4638266276895538
960,0.07173184873996911
961,0.12785409389335395
962,0.1147475981164532
963,0.12100582064126762
964,0.008352587625717313
965,0.45696474987449065
966,0.03586039445994707
967,0.2340644387754522
968,0.3627455260447427
969,0.11136168682590743
970,0.016608734447146452
971,0.015694673903004937
972,0.004063247938892295
973,0.11035808805798056
974,0.1788180875577464
975,0.028482510917341244
976,0.4186518350898265
977,0.8373036701796529
978,0.051097732678747704
979,0.07254293491099185
980,0.19454996942112676
981,0.15302676161425258
982,0.30679990070978397
983,0.2972283128033437
984,0.026789197799765296
985,0.056474468562815565
986,0.12100582064126762
987,0.142774994448682
988,0.06381398596801723
989,0.4887722861465511
990,0.14721472669379945
991,0.11102653800876396
992,0.08720909205409835
993,0.10607205756378656
994,0.1047733507433538
995,0.7635827414327139
996,0.5638350525839666
997,0.15643329089742888
998,0.3614135187552749
999,0.06355590475815788
